업종명,업소명,소재지(도로명),소재지(지번),소재지전화,업태명,데이터기준일자
일반음식점,굽네치킨(신사우점),"강원특별자치도 춘천시 충열로 101, 102호 (우두동)",강원특별자치도 춘천시 우두동 409-11 ,,호프/통닭,2026-05-27
일반음식점,밀봄숲,강원특별자치도 춘천시 동산면 종자리로 224-53,강원특별자치도 춘천시 동산면 군자리 1031 ,,기타,2026-05-27
일반음식점,정원푸드,"강원특별자치도 춘천시 우두2길 1, 1층 (우두동)",강원특별자치도 춘천시 우두동 1093-7 ,,한식,2026-05-27
일반음식점,르포렘,"강원특별자치도 춘천시 새롬공원길5번길 6, 1층 (석사동)",강원특별자치도 춘천시 석사동 840-10 ,,경양식,2026-05-27
일반음식점,끼리끼리,"강원특별자치도 춘천시 삭주로 124, 2호 (후평동)",강원특별자치도 춘천시 후평동 842-5 ,,기타,2026-05-27
일반음식점,서면누각,"강원특별자치도 춘천시 서면 유천길 9, 1층",강원특별자치도 춘천시 서면 현암리 841-13 ,,한식,2026-05-27
일반음식점,굿손춘천엔타점,"강원특별자치도 춘천시 후석로 120, 212호 (석사동)",강원특별자치도 춘천시 석사동 980 ,,기타,2026-05-27
일반음식점,화계닭갈비,"강원특별자치도 춘천시 신북읍 신샘밭로 721, 1,2동",강원특별자치도 춘천시 신북읍 천전리 65-11 ,,한식,2026-05-27
일반음식점,샌드위치일상춘천점,"강원특별자치도 춘천시 서부대성로 67, 101호 (옥천동)",강원특별자치도 춘천시 옥천동 38-14 ,,한식,2026-05-27
일반음식점,오필승닭발 우두점,"강원특별자치도 춘천시 충열로16번길 20, 1층 (우두동)",강원특별자치도 춘천시 우두동 1060-2 ,,식육(숯불구이),2026-05-27
일반음식점,경안,"강원특별자치도 춘천시 약사고개길 13, 제일백화점 지하 1층 1B/L 1호 (죽림동)",강원특별자치도 춘천시 죽림동 32 제일백화점 ,,기타,2026-05-27
일반음식점,돼지바,"강원특별자치도 춘천시 동내면 외솔길19번길 56-20, 1층",강원특별자치도 춘천시 동내면 거두리 1044-2 ,,식육(숯불구이),2026-05-27
일반음식점,일미에프앤비,"강원특별자치도 춘천시 소양고개길 45, 1층 (요선동)",강원특별자치도 춘천시 요선동 11-22 ,,기타,2026-05-27
일반음식점,뽁밥,강원특별자치도 춘천시 중앙로 125 (중앙로3가),강원특별자치도 춘천시 중앙로3가 66-14 ,,기타,2026-05-27
일반음식점,가평솥뚜껑닭볶음탕춘천점,"강원특별자치도 춘천시 우두벌5길 82, 1층 (우두동)",강원특별자치도 춘천시 우두동 855 ,,기타,2026-05-27
일반음식점,숟가락과젓가락,"강원특별자치도 춘천시 신동면 김유정로 1417, 유정프라자 B동 102호",강원특별자치도 춘천시 신동면 증리 938-2 ,,한식,2026-05-27
일반음식점,메가엠지씨커피춘천애막골점,"강원특별자치도 춘천시 후석로186번길 16, 1층 (석사동)",강원특별자치도 춘천시 석사동 729-8 ,,기타,2026-05-27
일반음식점,피알(P.R),"강원특별자치도 춘천시 백령로138번길 18, 2층 (효자동)",강원특별자치도 춘천시 효자동 626-16 ,,한식,2026-05-27
일반음식점,호동장어(짱),"강원특별자치도 춘천시 사우로 38, 105, 106호 (사농동)",강원특별자치도 춘천시 사농동 46-5 ,,한식,2026-05-27
일반음식점,한전앞집,"강원특별자치도 춘천시 수풍골길 5, 1층 (후평동)",강원특별자치도 춘천시 후평동 728-8 ,,한식,2026-05-27
일반음식점,요리가,"강원특별자치도 춘천시 서부대성로 12, 지하1층 48호 (소양로2가, 신동아아파트)",강원특별자치도 춘천시 소양로2가 172-1 신동아아파트 ,,한식,2026-05-27
일반음식점,공식술상,"강원특별자치도 춘천시 백령로138번길 30, 2, 3층 (효자동)",강원특별자치도 춘천시 효자동 628-14 ,,기타,2026-05-27
일반음식점,육칠이 춘천점,"강원특별자치도 춘천시 서부대성로 198, 102호 (효자동)",강원특별자치도 춘천시 효자동 616-8 ,,기타,2026-05-27
일반음식점,와우당냉면,"강원특별자치도 춘천시 운교길 7, 1층 (운교동)",강원특별자치도 춘천시 운교동 168-10 ,,기타,2026-05-27
일반음식점,강촌닭갈비삼겹살집,"강원특별자치도 춘천시 남산면 강촌로 113, 1층",강원특별자치도 춘천시 남산면 강촌리 339-7 ,,기타,2026-05-27
일반음식점,아이엠어바텐더(Im a Bartender),"강원특별자치도 춘천시 금강로121번길 15, 1층 (효자동)",강원특별자치도 춘천시 효자동 655-2 ,,한식,2026-05-27
일반음식점,정직화벌집삼겹(춘천강원대점),"강원특별자치도 춘천시 서부대성로 167, 1층 (효자동)",강원특별자치도 춘천시 효자동 604-2 ,,한식,2026-05-27
일반음식점,커피나인아이엠씨,"강원특별자치도 춘천시 동면 순환대로 1154-112, 1, 2층",강원특별자치도 춘천시 동면 장학리 139-165 ,,기타,2026-05-27
일반음식점,동신 냉삼집,"강원특별자치도 춘천시 삭주로 67, 2층 (교동)",강원특별자치도 춘천시 교동 152-1 ,,식육(숯불구이),2026-05-27
일반음식점,사거리횟집,"강원특별자치도 춘천시 스포츠타운길 533, 1층 (온의동)",강원특별자치도 춘천시 온의동 65-44 ,,일식,2026-05-27
일반음식점,윤실식당,"강원특별자치도 춘천시 근화길15번길 23, 1층 101호 (근화동)",강원특별자치도 춘천시 근화동 286-11 ,,한식,2026-05-27
일반음식점,페리카나(국사봉점),"강원특별자치도 춘천시 솟발1길 4-59, 1층 (퇴계동)",강원특별자치도 춘천시 퇴계동 478 ,,한식,2026-05-27
일반음식점,소유화로,"강원특별자치도 춘천시 효석로9번길 4, 1층 1, 2호 (효자동, 윤일아파트)",강원특별자치도 춘천시 효자동 367-28 윤일아파트 ,,식육(숯불구이),2026-05-27
일반음식점,글로리아,"강원특별자치도 춘천시 후석로393번길 52-1, 1층 (후평동)",강원특별자치도 춘천시 후평동 855-12 ,,한식,2026-05-27
일반음식점,느린밀,"강원특별자치도 춘천시 동내면 춘천순환로94번길 52, 1,2층",강원특별자치도 춘천시 동내면 거두리 779-9 ,,기타,2026-05-27
일반음식점,송비카페,"강원특별자치도 춘천시 약사길 8-2, 1층 103,104호 (약사동)",강원특별자치도 춘천시 약사동 129-1 ,,기타,2026-05-27
일반음식점,어쩌다감자탕,"강원특별자치도 춘천시 퇴계로145번길 15-5, 1층 (퇴계동)",강원특별자치도 춘천시 퇴계동 956-6 ,,탕류(보신용),2026-05-27
일반음식점,개화강원,"강원특별자치도 춘천시 소양고개길 46, 1층 104호 (요선동)",강원특별자치도 춘천시 요선동 212-2 ,,호프/통닭,2026-05-27
일반음식점,인생건어물남춘천점,강원특별자치도 춘천시 퇴계로 36 (퇴계동),강원특별자치도 춘천시 퇴계동 1180-1 ,,정종/대포집/소주방,2026-05-27
일반음식점,버터하우스,"강원특별자치도 춘천시 새롬공원길5번길 26, 1층 (석사동)",강원특별자치도 춘천시 석사동 834-1 ,,기타,2026-05-27
일반음식점,존버당,"강원특별자치도 춘천시 삭주로70번길 4, 1층 (교동)",강원특별자치도 춘천시 교동 158-21 ,,기타,2026-05-27
일반음식점,다이닝원 춘천점,"강원특별자치도 춘천시 공지로 345, 2층 (효자동)",강원특별자치도 춘천시 효자동 692-1 ,,일식,2026-05-27
일반음식점,맛찜랭킹춘천점,"강원특별자치도 춘천시 남춘천새길 8, 1층 103호 (퇴계동)",강원특별자치도 춘천시 퇴계동 1111 ,,한식,2026-05-27
일반음식점,백계옥,"강원특별자치도 춘천시 영서로2279번길 19, 1층 (온의동)",강원특별자치도 춘천시 온의동 517-8 ,,한식,2026-05-27
일반음식점,돈끼니꾸,"강원특별자치도 춘천시 애막골길11번길 12, 1층 (석사동)",강원특별자치도 춘천시 석사동 742-12 ,,일식,2026-05-27
일반음식점,편편집 춘천퇴계점,"강원특별자치도 춘천시 안마산로 128, 1층 101호 (퇴계동)",강원특별자치도 춘천시 퇴계동 523-23 ,,한식,2026-05-27
일반음식점,덕수파스타 춘천온의점,"강원특별자치도 춘천시 방송길 77, 1층 1114,1136호 (온의동, 춘천 센트럴타워 푸르지오)",강원특별자치도 춘천시 온의동 601 춘천 센트럴타워 푸르지오 ,,경양식,2026-05-27
일반음식점,맘마,"강원특별자치도 춘천시 벌말길 59, 1층 (석사동)",강원특별자치도 춘천시 석사동 643-1 ,,한식,2026-05-27
일반음식점,더조은명가손만두김밥봄내점,"강원특별자치도 춘천시 퇴계로 220-16, 현대아파트 106호 (석사동)",강원특별자치도 춘천시 석사동 813 현대아파트 ,,한식,2026-05-27
일반음식점,오늘도맑음,"강원특별자치도 춘천시 신동면 정족길 176, 1층",강원특별자치도 춘천시 신동면 정족리 568 ,,기타,2026-05-27
일반음식점,풍류31,"강원특별자치도 춘천시 신동면 풍류길 31, 1층 2호",강원특별자치도 춘천시 신동면 증리 1043-132 ,,한식,2026-05-27
일반음식점,보돌미역춘천만천점,"강원특별자치도 춘천시 동면 춘천순환로 514, 1층",강원특별자치도 춘천시 동면 만천리 759-2 ,,한식,2026-05-27
일반음식점,둘둘치킨,"강원특별자치도 춘천시 퇴계로93번길 8, 106호 (퇴계동)",강원특별자치도 춘천시 퇴계동 1085 ,,기타,2026-05-27
일반음식점,묵은지한상,"강원특별자치도 춘천시 남춘로56번길 11, 1층 (효자동)",강원특별자치도 춘천시 효자동 305-26 ,,식육(숯불구이),2026-05-27
일반음식점,갯벌의진주,"강원특별자치도 춘천시 지석로 74-11, 1층 C03호 (퇴계동)",강원특별자치도 춘천시 퇴계동 1018 ,,한식,2026-05-27
일반음식점,홍가,"강원특별자치도 춘천시 명동길29번길 8-8, 1층 (죽림동)",강원특별자치도 춘천시 죽림동 11-54 ,,한식,2026-05-27
일반음식점,몰트앤뮤직,"강원특별자치도 춘천시 영서로 2261, 지하1층 (퇴계동)",강원특별자치도 춘천시 퇴계동 631-3 ,,기타,2026-05-27
일반음식점,메리키친,"강원특별자치도 춘천시 동면 금옥길 338, 1층",강원특별자치도 춘천시 동면 월곡리 364 ,,뷔페식,2026-05-27
일반음식점,가마솥흑염소,강원특별자치도 춘천시 옛경춘로 828 (삼천동),강원특별자치도 춘천시 삼천동 22-14 ,,한식,2026-05-27
일반음식점,강촌시골밥집,"강원특별자치도 춘천시 남산면 강촌로 111, 3호",강원특별자치도 춘천시 남산면 강촌리 339-8 ,,한식,2026-05-27
일반음식점,소묵(SOMUK),"강원특별자치도 춘천시 망대길 11, 1층 (죽림동)",강원특별자치도 춘천시 죽림동 108 ,,일식,2026-05-27
일반음식점,단금마켓,"강원특별자치도 춘천시 애막골길7번길 30-1, 101호 (석사동)",강원특별자치도 춘천시 석사동 736-19 ,,한식,2026-05-27
일반음식점,정할매국물닭발,"강원특별자치도 춘천시 춘천로185번길 6-4, 1층 좌측호 (운교동)",강원특별자치도 춘천시 운교동 206-1 ,,한식,2026-05-27
일반음식점,만두이섬춘천중앙점,"강원특별자치도 춘천시 서부대성로44번길 21, 1층 (코너)호 (요선동)",강원특별자치도 춘천시 요선동 14-8 ,,기타,2026-05-27
일반음식점,타코앤부리또,"강원특별자치도 춘천시 퇴계로145번길 3-2, 1층 101호 (퇴계동)",강원특별자치도 춘천시 퇴계동 961-7 ,,"외국음식전문점(인도,태국등)",2026-05-27
일반음식점,금돼지삼겹살,"강원특별자치도 춘천시 안마산로 169-3, 1층 2,3호 (퇴계동)",강원특별자치도 춘천시 퇴계동 152-31 ,,식육(숯불구이),2026-05-27
휴게음식점,둥지다방,강원특별자치도 춘천시 중앙로 88 (중앙로2가),강원특별자치도 춘천시 중앙로2가 56 ,,다방,2026-05-27
휴게음식점,세븐일레븐한림대점,강원특별자치도 춘천시 삭주로 78 (교동),강원특별자치도 춘천시 교동 156 ,,기타 휴게음식점,2026-05-27
휴게음식점,현다실,"강원특별자치도 춘천시 공지로 432-1, 1층 (근화동)",강원특별자치도 춘천시 근화동 710-17 ,,다방,2026-05-27
휴게음식점,피카소에스프레소(PICASSO),"강원특별자치도 춘천시 성심로 4 (교동, 1층)",강원특별자치도 춘천시 교동 157-25 ,,커피숍,2026-05-27
휴게음식점,스미레,"강원특별자치도 춘천시 지석로 11 (퇴계동, 춘천축협하나로마트)",강원특별자치도 춘천시 퇴계동 164-3 ,,기타 휴게음식점,2026-05-27
휴게음식점,공간,강원특별자치도 춘천시 삭주로 74 (교동),강원특별자치도 춘천시 교동 157-15 ,,기타 휴게음식점,2026-05-27
휴게음식점,던킨도넛츠춘천롯데마트점,"강원특별자치도 춘천시 방송길 84 (온의동, 롯데마트춘천점)",강원특별자치도 춘천시 온의동 6-25 ,,백화점,2026-05-27
휴게음식점,씨유시외버스터미널점,"강원특별자치도 춘천시 경춘로 2341 (온의동, 춘천시외버스터미널 1층)",강원특별자치도 춘천시 온의동 511 ,,편의점,2026-05-27
휴게음식점,블루밍,"강원특별자치도 춘천시 옥천길54번길 26-1, 1층 (옥천동)",강원특별자치도 춘천시 옥천동 14-61 ,,기타 휴게음식점,2026-05-27
휴게음식점,노말로커피,"강원특별자치도 춘천시 영서로 2260, 남춘천역내2층 (퇴계동)",강원특별자치도 춘천시 퇴계동 633-2 (남춘천역내 2층) ,,커피숍,2026-05-27
휴게음식점,카페별,강원특별자치도 춘천시 동내면 거두택지길 38 (1층),강원특별자치도 춘천시 동내면 거두리 964-5 (1층) ,,커피숍,2026-05-27
휴게음식점,카페베네춘천명동점,"강원특별자치도 춘천시 중앙로67번길 9 (조양동, 2층 3층)",강원특별자치도 춘천시 조양동 142-3 ,,커피숍,2026-05-27
휴게음식점,롤스푸드,강원특별자치도 춘천시 동면 만천양지길 33,강원특별자치도 춘천시 동면 만천리 768-20 ,,일반조리판매,2026-05-27
휴게음식점,씨유편의점,강원특별자치도 춘천시 신동면 김유정로 1427,강원특별자치도 춘천시 신동면 증리 938-3 ,,기타 휴게음식점,2026-05-27
휴게음식점,던킨도너츠(강원대병원점),강원특별자치도 춘천시 백령로 156 (효자동),강원특별자치도 춘천시 효자동 17-1 ,,패스트푸드,2026-05-27
